1000	basis	1	512	abs	0.23006223429731767	0.24596398751647322	0	-1.250662283163945	14	-0.5983237430845186	
1000	full	1	512	abs	0.2772199353599562	0.2851587886987388	0	-1.6336518518111607	8	0.9103923170350847	
1728	basis	1	512	abs	0.14151821994821026	0.19228028669728706	0	-0.6814692635456936	14	-0.5916662317009048	
1728	full	1	512	abs	0.22911424488721013	0.2280483763454045	0	-1.3214495577864191	18	0.5957513511694543	
4096	basis	1	512	abs	0.113109398794032	0.1665859759037411	0	0.6673565925130758	18	0.7617886315180386	
4096	full	1	512	abs	0.029853217857190893	0.1683481577620574	0	0.12220087159026516	18	0.9443286620490833	
5832	basis	1	512	abs	0.13564953303442334	0.1681251999993642	0	0.8152973854209318	18	1.0986431652004727	
5832	full	1	512	abs	0.0889412560960398	0.17068189604858386	0	0.5027742386760767	18	1.2306055661168043	
8000	basis	1	512	abs	0.09969260907361592	0.17393696167557512	0	0.6090774776294774	18	1.3284268697558894	
8000	full	1	512	abs	0.07747557536944473	0.1888443429598636	0	0.4478697934349585	18	1.4146137740535885	
10648	basis	1	512	abs	0.10023036030517724	0.2082904831311707	1	-0.42417876308495606	18	1.5368743651518308	
10648	full	1	512	abs	0.04019472268353367	0.1876308821273335	0	0.16371552033409653	18	1.6488974204388387	
17576	basis	1	512	abs	0.05940798989147696	0.2082323125282605	0	0.33631858612472687	18	1.744019831255388	
17576	full	1	512	abs	0.00708095329626665	0.20265592247286487	0	0.027722802719892137	18	1.8763579735802765	
21952	basis	1	512	abs	0.059130921317021766	0.21020727943079145	0	0.33678376596466375	18	1.8514715754084454	
21952	full	1	512	abs	0.020005906811091465	0.2114331371499009	0	0.12113292480213111	18	1.9538052827607786	
27000	basis	1	512	abs	0.05355915538572808	0.21639983666906265	0	0.2717383706031473	18	1.9642033176259188	
27000	full	1	512	abs	0.0357165147376261	0.21603506105419795	0	0.21768908701990775	18	2.034128219131771	
32768	basis	1	512	abs	0.04212412657930658	0.22933098484568565	1	-0.184836979961714	18	2.0455682189149456	
32768	full	1	512	abs	0.027530307470231365	0.2275606690040884	0	0.16028602938726078	18	2.125526985701619	
42875	basis	1	512	abs	0.022612838401367134	0.23738110716548108	0	0.09317972514109307	18	2.0821641760267764	
42875	full	1	512	abs	0.00993181120790391	0.23615097251411538	10	0.04753491882515315	18	2.1292610816859336	
64000	basis	1	512	abs	0.012491613892075093	0.24031016190550053	1	-0.06922382834736696	18	2.1750046289052576	
64000	full	1	512	abs	0.005937807587690829	0.24547761359616455	0	0.018667676160313285	18	2.229265795890712	
74088	basis	1	512	abs	0.009514248795146943	0.2482681084273148	1	-0.03514437032458795	18	2.1962256908595466	
74088	full	1	512	abs	0.00940044325075603	0.253671971226838	0	0.036583113959038904	18	2.2509594595747635	
1000	basis	1	512	sca	0.28283136718725016	0.1882927666686515	0	-2.308322448933242	14	-0.45681369631898155	
1000	full	1	512	sca	0.3066226253241772	0.17029443238869008	0	-2.5882938874097974	8	0.394951218237744	
1728	basis	1	512	sca	0.1997476451671901	0.13185913614200856	0	-1.573664598055596	14	-0.4456545354059061	
1728	full	1	512	sca	0.2626496556113081	0.13451824533923598	0	-2.187651338815715	14	-0.2940560359022469	
4096	basis	1	512	sca	0.03986446090591903	0.09640701266323173	0	0.27541038431347964	14	-0.3442748334252474	
4096	full	1	512	sca	0.02261500192387874	0.09555942315571861	10	-0.14370190284447681	18	0.40123264618439736	
5832	basis	1	512	sca	0.07385466392888976	0.09362837712133691	0	0.5595469733249399	18	0.4727931196525033	
5832	full	1	512	sca	0.06769620483398808	0.09519008930700028	0	0.533304357058368	18	0.5632648798261701	
8000	basis	1	512	sca	0.04739546707860079	0.09587216579245528	0	0.39854638912938434	18	0.5886280272622524	
8000	full	1	512	sca	0.06592792683985439	0.10451958696949251	0	0.5320500778621735	18	0.6631548541232363	
10648	basis	1	512	sca	0.05198306667977166	0.104240332624431	1	-0.3427886284552799	18	0.6971805851016449	
10648	full	1	512	sca	0.035151895624114984	0.10282001656050895	1	-0.20618864923426505	18	0.7851549652473462	
17576	basis	1	512	sca	0.02840094237209172	0.09687071142047746	0	0.22505608792130793	18	0.8146722402296751	
17576	full	1	512	sca	0.006063127982833635	0.10444640978755312	1	-0.04274437381018492	18	0.900705646862086	
21952	basis	1	512	sca	0.031078873281832606	0.10450281523943972	0	0.23604082682503957	18	0.8658766785643676	
