cell,group in,group out,nuclide,moment,mean,std. dev.
1,1,1,total,P0,0.38635803078891945,9.309754793863113e-06
1,1,1,total,P1,0.049553510747598346,3.176356638710605e-06
1,1,2,total,P0,0.0008135231056753612,2.2230860644157043e-07
1,1,2,total,P1,-0.0002600726054548103,1.2374049784522665e-07
1,2,1,total,P0,0.0,0.0
1,2,1,total,P1,0.0,0.0
1,2,2,total,P0,0.3994418169102481,1.6449120556200244e-05
1,2,2,total,P1,0.005555130597155797,4.743530382149448e-06
