3522	256	full	-315.8414092259254	0.0015838718533454726	0.004213636542569464	0.00443503013059276	-0.011089692934008286	
3522	1024	full	-296.6546165323103	0.0013612604759941306	0.004153790647383424	0.003721667918435518	-0.010257228609857623	
3522	4096	full	-297.05609352376206	0.0013595028549709316	0.004101513096135607	0.003741102430249892	-0.010258173591092705	
5439	256	full	-165.6597242120972	0.0012396022988536912	0.002646058361727598	0.004270666161460078	-0.007799077216850935	
5439	1024	full	-150.90434511132455	0.0009476673338802008	0.0025601825805737916	0.003143030914944456	-0.006212129154294008	
5439	4096	full	-151.61471875585474	0.00095125048504476	0.0024956236023155527	0.0031660863425420752	-0.006090316982346839	
7644	256	full	-182.48412611763243	0.0012696108212838827	0.0027303259598138413	0.004327295510909966	-0.007906904279238312	
7644	1024	full	-176.65361075180908	0.0009787396582284947	0.002673397771256487	0.0031629420092554915	-0.006568633616614753	
7644	4096	full	-177.5395088449372	0.000979900649944561	0.0026128174250182904	0.0032242921267118655	-0.006349635891823498	
12974	16	full	-107.26582349909197	0.014518824437272532	0.011402608089709132	-0.04362476257427849	0.05200420252055165	
12974	64	full	-176.3577301739372	0.004270890195823292	0.00435039676976911	-0.013561472815210232	0.01913731502098814	
12974	256	full	-140.3882193424466	0.0011716168784675304	0.0021879193619940705	-0.0044927899663539834	-0.007649423527962187	
19538	16	full	-130.48143301301883	0.014529668682257992	0.011768687454254417	-0.04340916728602512	0.05423772276753938	
19538	64	full	-159.431836073054	0.004275849695359563	0.004497162893972729	-0.013521170003974665	0.020374526243704207	
19538	256	full	-102.68987772655835	0.0011429263867334869	0.0020675293265538905	-0.004565859378435946	-0.007770092078519441	
34090	16	full	-55.580509184716135	0.014535503112707146	0.012106450731733871	-0.04395263974059869	0.05242978959748626	
34090	64	full	-115.23928332283218	0.004285659020189242	0.004666199217748416	-0.01363897279842107	0.020172965367763578	
34090	256	full	-43.42068196316884	0.0010979102291131984	0.0018299853986721753	-0.004718557253419863	-0.00756139653869405	
