1800	basis	-6487.842776735986	0.06432666822723579	-0.1129461256101871	
1800	full	-1570.6843519990189	0.02440739930698553	-0.05476902699978851	
3024	basis	-4461.709482071552	0.044453040129569854	-0.07300293881782044	
3024	full	-959.7565492380888	0.01567045282660832	0.05622942642465597	
4998	basis	-3198.58812064544	0.03272881336128549	-0.05674583931384604	
4998	full	-636.6587692157589	0.011810703315957105	-0.030876078388259072	
7296	basis	-2457.996722701461	0.025310432395031456	-0.05093473942761604	
7296	full	-424.2614008087675	0.007511689588944836	-0.024391944389009466	
10692	basis	-1965.2456968838328	0.01997943826840907	-0.03530635841964523	
10692	full	-378.35878569433265	0.006557324201981258	-0.016797178478069448	
14400	basis	-1642.5427302020123	0.01653763472771585	-0.035218497233467094	
14400	full	-311.2332096544046	0.00409184671544141	-0.011958987700371541	
18876	basis	-1327.1941424172207	0.013867771396941038	-0.029325610275667918	
18876	full	-208.32595871274063	0.003258462912443472	0.010983585716187044	
25056	basis	-1138.7694860101606	0.011845870299806166	-0.02594427248297041	
25056	full	-198.95462383582307	0.0030474579147393116	-0.008771631975566772	
31434	basis	-989.9753151936696	0.010215213188663348	-0.02420800236159488	
31434	full	-172.68462381923032	0.002223613550527874	-0.007626205412389874	
39984	basis	-850.0340492906821	0.008890506403972627	-0.019814091892691163	
39984	full	-146.8472714649338	0.00199679703374265	-0.005234025923547651	
48600	basis	-765.0994192543004	0.00782559789078153	-0.0175810800336329	
48600	full	-139.57488447930987	0.0016511177263459267	-0.0059262362555610746	
58368	basis	-685.3182756442866	0.007006156482464682	-0.016772308863688915	
58368	full	-130.11723376900042	0.0014599661350466785	-0.004157723257005978	
