scaled2	2	256	0.0	3	256	327	full	1.180524342028493	326.622889053	2.006618502	67.326500601	3.4752028492901488
scaled2	2	256	0.0	3	256	327	flat	1.180908694794376	207.637173558	1.936471257	90.499826078	41.91047943760129
scaled2	2	256	0.0	3	256	327	basis	1.180910848086605	210.49150399	2.507577196	92.582365882	42.12580866049809
scaled2	2	256	0.1	3	256	327	full	1.180544395963849	328.402176085	2.009502088	66.963212876	5.480596384899172
scaled2	2	256	0.1	3	256	327	flat	1.181317342393455	206.448460362	1.879885036	74.311385803	82.77523934550058
scaled2	2	256	0.1	3	256	327	basis	1.180920117108445	209.54280266	2.496191686	75.549765555	43.052710844482256
scaled2	2	256	0.2	3	256	327	full	1.180552103124727	327.022031605	2.019197243	68.809273607	6.251312472693726
scaled2	2	256	0.2	3	256	327	flat	1.182044487553828	226.214977764	2.553319425	76.351440267	155.4897553827983
scaled2	2	256	0.2	3	256	327	basis	1.180923689254519	218.087009856	2.461265185	75.589243398	43.409925451887155
scaled2	2	256	0.5	3	256	327	full	1.180561428097131	332.338921614	2.021879689	69.259079917	7.183809713096068
scaled2	2	256	0.5	3	256	327	flat	1.186298374310827	219.263134104	2.025926487	76.504312512	580.8784310826986
scaled2	2	256	0.5	3	256	327	basis	1.180927833040135	211.330779094	2.450806402	78.692546063	43.82430401348447
scaled2	2	256	1.0	3	256	327	full	1.180574863972286	334.794701067	1.928876032	62.457335913	8.527397228585976
scaled2	2	256	1.0	3	256	327	flat	1.200439887461479	230.59384713	2.42268994	77.344388836	1995.0297461478917
scaled2	2	256	1.0	3	256	327	basis	1.180940514914519	209.065102197	2.538384048	73.333291909	45.09249145188132
scaled3	3	256	0.0	3	256	806	full	1.18051570596455	486.127303688	7.414145374	248.571971672	2.6115964549822124
scaled3	3	256	0.0	3	256	806	flat	1.18064694128413	341.375418051	6.467812163	261.151529295	15.735128412996957
scaled3	3	256	0.0	3	256	806	basis	1.180647891496278	204.03663049	7.969592932	243.663368453	15.830149627782397
scaled3	3	256	0.1	3	256	806	full	1.180535577760403	314.524494753	6.526736024	170.056886521	4.598776040287689
scaled3	3	256	0.1	3	256	806	flat	1.180755847813742	223.028198052	6.396883714	191.646541093	26.62578137420102
scaled3	3	256	0.1	3	256	806	basis	1.180666010543086	219.905733524	7.658052445	197.487650172	17.642054308586452
scaled3	3	256	0.2	3	256	806	full	1.180528900520517	324.71278593	6.467878351	175.510090636	3.9310520516977476
scaled3	3	256	0.2	3	256	806	flat	1.180952935707157	213.53640503	6.429458165	194.167448523	46.33457071570035
scaled3	3	256	0.2	3	256	806	basis	1.180667310066189	211.449027181	7.90660737	191.993781768	17.772006618899105
scaled3	3	256	0.5	3	256	806	full	1.180526629053137	314.423907264	6.500667086	165.881049899	3.703905313701128
scaled3	3	256	0.5	3	256	806	flat	1.182211358687347	202.012621303	6.383553369	180.626575814	172.17686873469694
scaled3	3	256	0.5	3	256	806	basis	1.180664905025507	199.40809492	7.961831163	195.00024919	17.53150255068281
scaled3	3	256	1.0	3	256	806	full	1.180564117174575	317.327381422	6.614895064	169.270604769	7.452717457501201
scaled3	3	256	1.0	3	256	806	flat	1.186543588965659	197.532021485	6.369458089	179.998237827	605.3998965658947
scaled3	3	256	1.0	3	256	806	basis	1.180670565022645	199.780308803	7.955879152	189.51596328	18.09750226449136
scaled4	4	256	0.0	3	256	1507	full	1.18050802984575	326.547682774	18.912431426	478.784472374	1.8439845749895767
scaled4	4	256	0.0	3	256	1507	flat	1.180576861134022	204.399824505	16.531429099	507.810617911	8.727113402184905
scaled4	4	256	0.0	3	256	1507	basis	1.180577362194558	206.646063515	20.133179113	558.179380704	8.777219455802232
scaled4	4	256	0.1	3	256	1507	full	1.180524328062708	328.96089586	17.18376647	406.367051635	3.4738062707928563
scaled4	4	256	0.1	3	256	1507	flat	1.180655632652645	244.386991719	16.511683262	410.922512874	16.604265264485996
scaled4	4	256	0.1	3	256	1507	basis	1.180593489815314	210.141464868	19.666725241	451.728059931	10.389981531400139
scaled4	4	256	0.2	3	256	1507	full	1.180530468726591	328.625126475	17.031332252	383.312861607	4.0878726590865
scaled4	4	256	0.2	3	256	1507	flat	1.180774150223929	212.286067919	16.988745523	438.452998323	28.456022392897573
scaled4	4	256	0.2	3	256	1507	basis	1.180599064794323	297.907943581	29.67034021	622.513976401	10.947479432288354
