uniform3	3	256	0.0	3	256	2485	full	1.180509354922464	315.271048386	27.684963645	978.303034964	1.9764922463805235
uniform3	3	256	0.0	3	256	2485	flat	1.18057250129075	206.147327733	27.608538671	1037.528197369	8.291129074988746
uniform3	3	256	0.0	3	256	2485	basis	1.1805724570295	200.372137929	30.211501076	1040.281252819	8.2867029499889
uniform3	3	256	0.1	3	256	2485	full	1.180484767311679	306.740158652	27.856752816	803.466153495	-0.4822688321137747
uniform3	3	256	0.1	3	256	2485	flat	1.180555761914294	206.193054799	27.158385696	934.660456735	6.6171914293811085
uniform3	3	256	0.1	3	256	2485	basis	1.180554295773744	209.506243441	30.915422777	855.766806627	6.470577374395603
uniform3	3	256	0.2	3	256	2485	full	1.180482081059731	315.70822974	27.352776504	820.376256471	-0.7508940269129738
uniform3	3	256	0.2	3	256	2485	flat	1.180599509607025	213.565401275	27.603118872	843.808467809	10.991960702488868
uniform3	3	256	0.2	3	256	2485	basis	1.180551702873034	216.48006811	31.224989344	873.20740753	6.211287303381496
uniform3	3	256	0.5	3	256	2485	full	1.18048016801136	309.340086058	27.461343823	817.852479962	-0.942198864017918
uniform3	3	256	0.5	3	256	2485	flat	1.18097270495388	207.603946596	28.090282482	850.337049427	48.31149538799817
uniform3	3	256	0.5	3	256	2485	basis	1.180553291701099	207.836428046	31.234260807	859.795890944	6.370170109892825
uniform3	3	256	1.0	3	256	2485	full	1.180479733196736	313.811058418	27.138740014	716.268249016	-0.9856803264041147
uniform3	3	256	1.0	3	256	2485	flat	1.182338656194204	217.462467708	27.381585377	878.959591988	184.90661942038855
uniform3	3	256	1.0	3	256	2485	basis	1.18056111506746	206.37529577	34.840905696	893.317083442	7.152506745988774
uniform4	4	256	0.0	3	256	4500	full	1.180506600297092	322.141471479	72.790225418	1717.166143755	1.7010297092001636
uniform4	4	256	0.0	3	256	4500	flat	1.180539977838714	445.268029717	69.886979969	1782.068562112	5.038783871391672
uniform4	4	256	0.0	3	256	4500	basis	1.180539950586858	210.999074601	78.75325317	2202.919444504	5.036058685781164
uniform4	4	256	0.1	3	256	4500	full	1.180487163595211	324.596142757	70.907312197	1627.846133168	-0.24264047890909524
uniform4	4	256	0.1	3	256	4500	flat	1.180531972646664	214.333570044	70.836969189	1786.536946565	4.2382646664007595
uniform4	4	256	0.1	3	256	4500	basis	1.180535591160234	211.836547363	79.55102288	1600.87594056	4.600116023389944
uniform4	4	256	0.2	3	256	4500	full	1.180472941549654	326.451418272	71.377465845	1696.913151739	-1.664845034610174
uniform4	4	256	0.2	3	256	4500	flat	1.180551381137162	452.057428173	71.070856132	1652.788289682	6.179113716187068
uniform4	4	256	0.2	3	256	4500	basis	1.180529665294126	216.10651322	78.351849506	1757.608361103	4.007529412586308
uniform4	4	256	0.5	3	256	4500	full	1.180454602249807	325.908975279	73.138052345	1644.743017871	-3.4987750193060663
uniform4	4	256	0.5	3	256	4500	flat	1.180766267359434	309.39894266	70.625249612	1776.502651606	27.6677359433819
uniform4	4	256	0.5	3	256	4500	basis	1.180518464429341	215.640516042	79.512471668	1756.511584525	2.8874429340852714
uniform4	4	256	1.0	3	256	4500	full	1.180454750740297	325.692170396	72.558826974	1691.658035388	-3.48392597031566
uniform4	4	256	1.0	3	256	4500	flat	1.18156469702903	214.269385657	70.425394724	1561.011960017	107.51070290300203
uniform4	4	256	1.0	3	256	4500	basis	1.18051648291417	216.458699902	80.225879574	1777.501480815	2.6892914170018045
uniform5	5	256	0.0	3	256	7123	full	1.180505702412239	331.946234646	144.90119886	2478.690787746	1.6112412238866725
uniform5	5	256	0.0	3	256	7123	flat	1.180526103124194	454.016279827	144.794467973	2612.834315081	3.65131241939487
uniform5	5	256	0.0	3	256	7123	basis	1.180526122502801	216.19721021	152.305252312	2376.276700707	3.6532502800890043
uniform5	5	256	0.1	3	256	7123	full	1.180499581070536	333.21658872	139.961693245	2364.877256786	0.9991070536008451
uniform5	5	256	0.1	3	256	7123	flat	1.180523674515721	218.082499048	135.796019691	2343.519912714	3.408451572095572
uniform5	5	256	0.1	3	256	7123	basis	1.18052181922903	220.700930932	150.608190088	2422.600795592	3.2229229030011908
uniform5	5	256	0.2	3	256	7123	full	1.180499892258868	328.283219901	140.120425608	2278.250495381	1.030225886800018
uniform5	5	256	0.2	3	256	7123	flat	1.180540172907762	251.059663987	140.102482331	2377.784299862	5.058290776194241
uniform5	5	256	0.2	3	256	7123	basis	1.180521955935775	215.254645637	151.769653585	2310.278335222	3.236593577482516
uniform5	5	256	0.5	3	256	7123	full	1.180506007700149	336.683417438	138.287648631	1884.466914065	1.6417700148929626
uniform5	5	256	0.5	3	256	7123	flat	1.180669711146517	216.799573485	135.66848169	1990.849300169	18.012114651688726
uniform5	5	256	0.5	3	256	7123	basis	1.180528057981287	225.489279209	145.104659889	2005.034609312	3.8467981286816055
uniform5	5	256	1.0	3	256	7123	full	1.180514048755118	326.252886258	135.752907916	1842.925392006	2.445875511791762
uniform5	5	256	1.0	3	256	7123	flat	1.181115670156637	225.804099795	135.580202143	1993.938679007	62.6080156636899
uniform5	5	256	1.0	3	256	7123	basis	1.1805366356383	443.138547058	145.406424339	1994.517515167	4.704563829993624
