1.572051504729403654e-04	4.298699505278701186e-05
1.528632526260629350e-04	3.962454890027502374e-05
1.502301910910992463e-04	3.930917947294093644e-05
1.399515921060411473e-04	4.111509320394556705e-05
1.293738129955546493e-04	4.288728138958913799e-05
1.352145338690170112e-04	3.933751185328345152e-05
1.369224174747256753e-04	3.950064513687665061e-05
1.486895692911708168e-04	3.863955657337694584e-05
1.387023206194165290e-04	3.887653487029083134e-05
1.492339604735474286e-04	4.314850530571446083e-05
1.463254765337347466e-04	4.396588807215457529e-05
1.411782288376236779e-04	4.368071666706191945e-05
1.444427363297622155e-04	4.324981305573084048e-05
1.417069357621898913e-04	4.244790461609665281e-05
1.373876936750735361e-04	4.087520051382036840e-05
1.361696614915623488e-04	3.966037433324907317e-05
1.383284379078175729e-04	4.045329408320745286e-05
1.383909275425100377e-04	4.013026043063502819e-05
1.247623336359562603e-04	4.025272494052533435e-05
1.275521144083159250e-04	3.968720058904643224e-05
1.208718503853415868e-04	3.979112110118611205e-05
1.195510432771949594e-04	4.234269811777810667e-05
1.076381853730991426e-04	4.270109998489952029e-05
1.178041294301303087e-04	4.069263829654351885e-05
1.139299964966103255e-04	4.278265013245089035e-05
1.167736103093056039e-04	4.205918218525856323e-05
1.143844059885345334e-04	4.191852647209792603e-05
1.197754004646224254e-04	4.162095490647391220e-05
1.200661366345455547e-04	4.157250492906910440e-05
1.102156282288912321e-04	4.149650681267726512e-05
1.142088124296427405e-04	3.834662338990865862e-05
1.264808642045187601e-04	3.698955067080301166e-05
1.268427705223178280e-04	3.756903742641788690e-05
1.205344468132036592e-04	3.792521366997282179e-05
1.171966752695357574e-04	3.619009631393851824e-05
1.170126808613442844e-04	4.234558522981975300e-05
1.256811729598165993e-04	4.356290076532651196e-05
1.297086844571224888e-04	4.060962906486496752e-05
1.329958167896591657e-04	3.880402400410420884e-05
1.247131615624670284e-04	3.920221576536784099e-05
1.286653643145178189e-04	4.253450092155375138e-05
1.203132044092855303e-04	4.085213226997414274e-05
1.172147300895550484e-04	3.967909821774926577e-05
1.316120346112035783e-04	4.152952398426211603e-05
1.164855853444746392e-04	4.015711075090929989e-05
1.153578072987414336e-04	4.209691691036558431e-05
1.129488816523856095e-04	4.089729039102326475e-05
1.117471872515984763e-04	3.933638499612885340e-05
1.042677207723188197e-04	4.004260418698591062e-05
1.146627066028059374e-04	3.946529297547111568e-05
1.096968718353040251e-04	3.887448290763517917e-05
1.074774620731593181e-04	3.934434386681773921e-05
1.215409695431811913e-04	4.045974540868123840e-05
1.169372260514515733e-04	4.090127057035458728e-05
1.190802321410714803e-04	4.023335911257543688e-05
1.256600874337490562e-04	4.199949885743238867e-05
1.246919428104197578e-04	4.152719620863200100e-05
1.202187021647454487e-04	4.288623433808714543e-05
1.272424406081339751e-04	4.252729771570401280e-05
1.224182491169478065e-04	4.129561895131539574e-05
1.158305635230943385e-04	4.056520882354778417e-05
1.217403389925188125e-04	3.808672051871475438e-05
1.153335837736615607e-04	4.083077612210149661e-05
1.151076931248309757e-04	3.831024428990857119e-05
1.174370701979053031e-04	3.749422241128543757e-05
1.221341660960903117e-04	4.105598063432908953e-05
1.295073096571077950e-04	4.153023468079164259e-05
1.254496294812854811e-04	4.011781771201983638e-05
1.165450510477542294e-04	4.046375671968740177e-05
1.138117526909452281e-04	4.207835435799259439e-05
1.170585719342914473e-04	4.199291650592051385e-05
1.176565752813300326e-04	4.156792199779669696e-05
1.166627852508473804e-04	4.089984764385367651e-05
1.165928351302797204e-04	4.161476358204842604e-05
1.199654852352024495e-04	4.220206532828804706e-05
1.132058917845025104e-04	4.284830316148015262e-05
1.168618237768217724e-04	4.319955941594456157e-05
1.113498071340507920e-04	4.458432699650741876e-05
1.226621389923692894e-04	4.527103883318996710e-05
1.257172652495457598e-04	4.541070293722190610e-05
1.193238149012103901e-04	4.606086492804968991e-05
1.197648527734646777e-04	4.741572860422734522e-05
1.095237569548675085e-04	4.640833214081373367e-05
1.067345608355274177e-04	4.218035530200026350e-05
1.113870015049286374e-04	4.438742225908171154e-05
1.127634691699157450e-04	4.284504720987764324e-05
1.109670770489718812e-04	4.240768127854910752e-05
1.115311420201087265e-04	4.492337729149989845e-05
1.085806530760566742e-04	4.655853917135998113e-05
1.121184293072711693e-04	4.652939360481674356e-05
1.126095327674404942e-04	4.708773329037228291e-05
1.111510070465549698e-04	4.521855195788645332e-05
1.130235900556984260e-04	4.587499991916502043e-05
1.150714871065422050e-04	4.722711979999827750e-05
1.055657590099639528e-04	4.722623766672631073e-05
1.133803894973182437e-04	4.648812917153733029e-05
1.198224202838147414e-04	4.930812375230646027e-05
1.110530831258679736e-04	5.054828515255237274e-05
1.103760919868512433e-04	4.912460887734093379e-05
1.049268197289228069e-04	4.886119062716331118e-05
9.848503586720353821e-05	5.113577111630239404e-05
9.497420160501664601e-05	5.053830079443391251e-05
9.857623069148658353e-05	5.231104289559554432e-05
1.051294665091927964e-04	5.398937285307250076e-05
1.065259309579119976e-04	5.297871462658182114e-05
1.032507959139865620e-04	5.009315864394261732e-05
1.080985009422385173e-04	5.316353263337488433e-05
1.139648343938886536e-04	5.473619286726777591e-05
1.109648492912413819e-04	5.717344540110410407e-05
1.087508340936511360e-04	5.436481928341769539e-05
1.156897894959364232e-04	5.355545060064476688e-05
1.079816861034788082e-04	5.652731215918131225e-05
1.069024733565821628e-04	5.275133117881872035e-05
1.046893368198375916e-04	5.541070959457287915e-05
1.086943581585600335e-04	5.461925750220568166e-05
1.059083040091677371e-04	5.401929647286507599e-05
1.075877295193260365e-04	5.594508890247552397e-05
1.108064224581793017e-04	5.674239774055008325e-05
1.162014363311025637e-04	5.719697049252102166e-05
1.088982419833689030e-04	5.851372598526938517e-05
9.993663007002012428e-05	5.885562693143067030e-05
1.051422519381954617e-04	6.097201316707478286e-05
1.002646675625998041e-04	6.086333649167121349e-05
9.713575287096360799e-05	5.848230764327935467e-05
9.276278345124385231e-05	6.745107292058331048e-05
8.571327545463284191e-05	7.689707056741649951e-05
8.212749535740230861e-05	8.021860953667831623e-05
8.291548704104585493e-05	8.548514643112051030e-05
7.961634461273318409e-05	8.681663209907905564e-05
7.522315163145002566e-05	8.730188661460906501e-05
7.179287540781599964e-05	8.459973492687449187e-05
7.192897353985030432e-05	7.964669718319231095e-05
6.876403699721861027e-05	8.356657925005755289e-05
6.744046144678166922e-05	8.289682757259996719e-05
6.576571116016904765e-05	8.355113375827318868e-05
6.495200150403886142e-05	8.291238633661021315e-05
6.354777056161871036e-05	9.025858986977421659e-05
6.229851120230153749e-05	8.920645665434415303e-05
6.222360633317015877e-05	9.139116351635600654e-05
6.377376129818017748e-05	8.977015883406070707e-05
6.077881202904110165e-05	8.969225294188348373e-05
6.029469868246742733e-05	8.879014509903420988e-05
5.915825291259700511e-05	9.629945322760767330e-05
5.841642325754179896e-05	9.655944137395900990e-05
5.787263246864468114e-05	9.528753370609904739e-05
5.724142863252810152e-05	8.981822250249472711e-05
5.746013535997014226e-05	8.660614502598369842e-05
5.708128621817093370e-05	9.279824123644713385e-05
5.685941640815450474e-05	9.617757569935210624e-05
5.759282011500556971e-05	1.044954439630910436e-04
5.653168823660389514e-05	9.909007673519607982e-05
5.586881046338190666e-05	9.527345510886353944e-05
5.441003146364139397e-05	9.754141794331363136e-05
5.352353159212250332e-05	1.016055268527128649e-04
5.125556881280144913e-05	9.808380147077749725e-05
5.223030710264890691e-05	9.324669929466918960e-05
5.090114258402456300e-05	9.387122789040673696e-05
4.995359672899548199e-05	9.071692458677335766e-05
5.026554353451875840e-05	9.203109232902411936e-05
5.023235408105432883e-05	9.466669238555426374e-05
5.142241112649987216e-05	1.002257219270755032e-04
5.146748020370339402e-05	1.020107774919397337e-04
5.068411952158267204e-05	9.403356834722660759e-05
4.973307357107821150e-05	1.000338851804096526e-04
4.927014173764392754e-05	1.013701774265900082e-04
4.876952814307805882e-05	9.571122169539033632e-05
4.708154909379670211e-05	9.533588178922354267e-05
4.841902058564717182e-05	9.636604695566414799e-05
4.580286781215115935e-05	9.854121419457738916e-05
4.476787914423661712e-05	9.939944870352872058e-05
4.666032924032892626e-05	1.057106881144843680e-04
4.398170413044017059e-05	1.007278039617606492e-04
4.579000710609454887e-05	1.012324684222803842e-04
4.535948302611076484e-05	9.391564159163165427e-05
4.524401805455867799e-05	9.792043495176432739e-05
4.381563788547483516e-05	9.921457647565875605e-05
4.298628528423729202e-05	9.703643992221235753e-05
4.496536361259168338e-05	1.011576527634462088e-04
4.312777188245074021e-05	1.008152196928821753e-04
4.138595533206460659e-05	9.478966132898948539e-05
