scaled5	5	0.0	511	1.0	3	256	2402	full	0.7743773095512888	1158.065722217	29.350317331	543.797066783	157.59135512888324
scaled5	5	0.0	512	1.0	3	256	2402	full	0.7739397635744495	1173.957627661	29.570444277	539.796400157	113.8367574449517
scaled5	5	0.0	513	1.0	3	256	2402	full	0.7736067619166624	1168.884140555	29.722312264	551.631689356	80.53659166624705
scaled5	5	0.0	1024	1.0	3	256	2402	full	0.7745308021506159	4439.838979501	29.197977829	550.557827273	172.94061506158977
scaled5	5	0.0	512	1.0	3	256	2402	full	0.7739397635744495	1173.957627661	29.570444277	539.796400157	113.8367574449517
scaled5	5	0.0	512	1.1	3	256	2402	full	0.7725395634953661	1510.022457771	35.741818873	627.284385619	-26.18325046338521
scaled5	5	0.1	511	1.0	3	256	2402	full	0.7726398697957106	1164.679766148	30.029316882	433.305831759	-16.152620428933062
scaled5	5	0.1	512	1.0	3	256	2402	full	0.7721971471106664	1163.276806434	30.127846101	438.972412286	-60.42488893335252
scaled5	5	0.1	513	1.0	3	256	2402	full	0.7718637887457229	1167.78796258	29.399210839	441.452764927	-93.76072542770508
scaled5	5	0.1	1024	1.0	3	256	2402	full	0.7727950989004755	4438.058740501	29.080038076	437.803246232	-0.6297099524488203
scaled5	5	0.1	512	1.0	3	256	2402	full	0.7721971471106664	1163.276806434	30.127846101	438.972412286	-60.42488893335252
scaled5	5	0.1	512	1.1	3	256	2402	full	0.7713802855781327	1519.000628388	35.51564533	538.512478688	-142.11104218673222
scaled5	5	0.2	511	1.0	3	256	2402	full	0.7722055656102041	1160.384679308	29.858561843	442.95545337	-59.58303897958261
scaled5	5	0.2	512	1.0	3	256	2402	full	0.7717628876099021	1175.66176508	29.567304368	434.721623499	-103.8508390097892
scaled5	5	0.2	513	1.0	3	256	2402	full	0.771431512880136	1176.157041403	30.215459885	440.743447464	-136.98831198639684
scaled5	5	0.2	1024	1.0	3	256	2402	full	0.7723612822242965	4464.995480921	29.360980579	452.339734167	-44.01137757035212
scaled5	5	0.2	512	1.0	3	256	2402	full	0.7717628876099021	1175.66176508	29.567304368	434.721623499	-103.8508390097892
scaled5	5	0.2	512	1.1	3	256	2402	full	0.7711084947719156	1508.975474151	35.128107469	491.696494034	-169.2901228084409
scaled5	5	0.5	511	1.0	3	256	2402	full	0.7713804391751017	1159.770868489	29.356703345	424.321474619	-142.09568248982896
scaled5	5	0.5	512	1.0	3	256	2402	full	0.7709367724085456	1217.1762993	33.474306126	468.98422012	-186.46235914543396
scaled5	5	0.5	513	1.0	3	256	2402	full	0.7706079561038691	1177.834733377	29.461649566	433.54447443	-219.34398961308554
scaled5	5	0.5	1024	1.0	3	256	2402	full	0.7715358997517912	4456.128839823	29.280946233	439.733247067	-126.54962482088195
scaled5	5	0.5	512	1.0	3	256	2402	full	0.7709367724085456	1217.1762993	33.474306126	468.98422012	-186.46235914543396
scaled5	5	0.5	512	1.1	3	256	2402	full	0.7704960022832141	1500.057149276	35.782182678	542.483267656	-230.5393716785842
scaled5	5	1.0	511	1.0	3	256	2402	full	0.7708871529353813	1162.674660703	30.089537865	443.788683874	-191.42430646186259
scaled5	5	1.0	512	1.0	3	256	2402	full	0.7704417608242952	1167.950181516	29.866795451	471.931305118	-235.96351757048106
scaled5	5	1.0	513	1.0	3	256	2402	full	0.7701144648665643	1178.305823485	29.701703647	447.881866281	-268.69311334356547
scaled5	5	1.0	1024	1.0	3	256	2402	full	0.7710422554234618	4438.978779798	29.230290016	449.842351496	-175.9140576538143
scaled5	5	1.0	512	1.0	3	256	2402	full	0.7704417608242952	1167.950181516	29.866795451	471.931305118	-235.96351757048106
scaled5	5	1.0	512	1.1	3	256	2402	full	0.7699629237600497	1501.28484621	35.22624455	513.104758016	-283.84722399502624
scaled6	6	0.0	511	1.0	3	256	3531	full	0.7751268081437657	1153.59017012	48.021608481	889.410093747	232.54121437656926
scaled6	6	0.0	512	1.0	3	256	3531	full	0.7746957366733971	1136.971102647	47.659158877	840.477609041	189.43406733971102
scaled6	6	0.0	513	1.0	3	256	3531	full	0.7743690800083721	1143.294482904	48.17211837	831.058013703	156.76840083721498
scaled6	6	0.0	1024	1.0	3	256	3531	full	0.7752791768621138	4291.472272272	47.632796619	822.05845932	247.77808621138098
scaled6	6	0.0	512	1.0	3	256	3531	full	0.7746957366733971	1136.971102647	47.659158877	840.477609041	189.43406733971102
scaled6	6	0.0	512	1.1	3	256	3531	full	0.7733017514900828	1465.383418974	62.176102038	1010.061487838	50.035549008287106
scaled6	6	0.1	511	1.0	3	256	3531	full	0.7714310667782972	1132.497828382	48.140625962	677.651876671	-137.03292217027706
scaled6	6	0.1	512	1.0	3	256	3531	full	0.7709909396496218	1136.478278865	47.527113341	653.614429886	-181.04563503781313
scaled6	6	0.1	513	1.0	3	256	3531	full	0.7706610042755351	1146.070726962	48.265174138	671.614169211	-214.03917244648963
scaled6	6	0.1	1024	1.0	3	256	3531	full	0.7715862888665427	4319.034559997	47.614947175	664.707883582	-121.51071334572939
scaled6	6	0.1	512	1.0	3	256	3531	full	0.7709909396496218	1136.478278865	47.527113341	653.614429886	-181.04563503781313
scaled6	6	0.1	512	1.1	3	256	3531	full	0.7705968403238354	1454.081676587	61.146264162	750.509550753	-220.45556761646213
scaled6	6	0.2	511	1.0	3	256	3531	full	0.7707391482967957	1135.971319787	47.604484544	659.265243264	-206.22477032042897
scaled6	6	0.2	512	1.0	3	256	3531	full	0.770298316587884	1138.57092925	47.703918055	695.044231042	-250.30794121160272
scaled6	6	0.2	513	1.0	3	256	3531	full	0.7699674219534114	1149.598381153	47.909768277	662.058011052	-283.3974046588583
scaled6	6	0.2	1024	1.0	3	256	3531	full	0.7708944250328236	4299.299099174	48.030125313	665.141802876	-190.69709671764025
scaled6	6	0.2	512	1.0	3	256	3531	full	0.770298316587884	1138.57092925	47.703918055	695.044231042	-250.30794121160272
scaled6	6	0.2	512	1.1	3	256	3531	full	0.7701304036096082	1457.709584296	62.012473462	838.631167485	-267.0992390391813
scaled6	6	0.5	511	1.0	3	256	3531	full	0.7704454862309067	1133.613347707	47.555838631	661.050386141	-235.59097690932785
scaled6	6	0.5	512	1.0	3	256	3531	full	0.7700036569817458	1141.874766093	47.820732143	636.694844248	-279.7739018254197
scaled6	6	0.5	513	1.0	3	256	3531	full	0.7696713983303122	1153.06777476	47.603945271	642.309984856	-312.9997669687801
scaled6	6	0.5	1024	1.0	3	256	3531	full	0.7706005700775294	4298.535442605	48.418644811	675.247651548	-220.0825922470617
scaled6	6	0.5	512	1.0	3	256	3531	full	0.7700036569817458	1141.874766093	47.820732143	636.694844248	-279.7739018254197
scaled6	6	0.5	512	1.1	3	256	3531	full	0.769949832622818	1462.083972964	61.960091927	786.495932109	-285.15633771819535
scaled6	6	1.0	511	1.0	3	256	3531	full	0.7709571280331937	1140.008453312	48.136562688	680.413891629	-184.42679668062567
scaled6	6	1.0	512	1.0	3	256	3531	full	0.7705148843368052	1148.679210143	47.975849589	696.126229768	-228.65116631948234
scaled6	6	1.0	513	1.0	3	256	3531	full	0.7701818710150053	1141.60918371	47.964007752	708.599535079	-261.95249849946254
scaled6	6	1.0	1024	1.0	3	256	3531	full	0.7711120590893343	4303.300427802	47.209343721	672.980398868	-168.93369106656397
scaled6	6	1.0	512	1.0	3	256	3531	full	0.7705148843368052	1148.679210143	47.975849589	696.126229768	-228.65116631948234
scaled6	6	1.0	512	1.1	3	256	3531	full	0.7701839426094044	1481.182154655	61.966119119	800.658620796	-261.7453390595603
