cell,group in,group out,nuclide,moment,mean,std. dev.
2,1,1,total,P0,0.27251892904377567,8.129420960011943e-05
2,1,1,total,P1,0.038021478542103394,3.6867453768528196e-05
2,1,2,total,P0,0.0011796929126382406,4.034431841354126e-06
2,1,2,total,P1,-0.000343355494471411,2.1105719154336885e-06
2,2,1,total,P0,0.0,0.0
2,2,1,total,P1,0.0,0.0
2,2,2,total,P0,0.2841743747220931,0.00011688235280127502
2,2,2,total,P1,0.00985059266419497,7.413116578968318e-05
