cell,group in,group out,nuclide,moment,mean,std. dev.
4,1,1,total,P0,0.31600961172403,1.2881930668886221e-05
4,1,1,total,P1,0.052994155825432106,5.461749714516143e-06
4,1,2,total,P0,0.0002848670563917623,2.476049670062102e-07
4,1,2,total,P1,-7.858294557865215e-05,1.3003536884682524e-07
4,2,1,total,P0,0.0,0.0
4,2,1,total,P1,0.0,0.0
4,2,2,total,P0,0.2937361235741786,2.214063949236187e-05
4,2,2,total,P1,0.002164243877474269,8.308714014895312e-06
