cell,group in,group out,nuclide,moment,mean,std. dev.
3,1,1,total,P0,6.0487042265726386e-05,5.150478600976548e-07
3,1,1,total,P1,1.1766641370426121e-05,2.0971816440393337e-07
3,1,2,total,P0,3.999852660114733e-07,2.8703384294903635e-08
3,1,2,total,P1,-7.932635588971111e-08,1.3966880847633194e-08
3,2,1,total,P0,0.0,0.0
3,2,1,total,P1,0.0,0.0
3,2,2,total,P0,2.1243374731185206e-05,5.356529174152269e-07
3,2,2,total,P1,3.4945935783522e-06,2.0927193924381276e-07
