cell,group in,group out,nuclide,moment,mean,std. dev.
1,1,1,total,P0,0.3838296177040573,1.0237570511712535e-05
1,1,1,total,P1,0.04948265104799147,3.41212982449058e-06
1,1,2,total,P0,0.0008303815084077336,1.9772019704031803e-07
1,1,2,total,P1,-0.00026147594711536644,1.253935846304989e-07
1,2,1,total,P0,0.0,0.0
1,2,1,total,P1,0.0,0.0
1,2,2,total,P0,0.40542030647650185,1.708432031351181e-05
1,2,2,total,P1,0.006013128455938227,4.4176841347225465e-06
