cell,group in,group out,nuclide,mean,std. dev.
1,1,1,total,0.013687612483410749,9.746886269223507e-07
1,1,2,total,1.4584218200362833e-08,9.75770213070464e-10
1,2,1,total,0.2558389176539954,9.586579519567882e-06
1,2,2,total,1.8856065048714584e-07,6.4155574686151584e-09
