cell,group in,group out,nuclide,moment,mean,std. dev.
3,1,1,total,P0,0.317083074502449,1.3449869386108222e-05
3,1,1,total,P1,0.05275937051106818,5.632687020435972e-06
3,1,2,total,P0,0.000287582817944383,2.2601957759630154e-07
3,1,2,total,P1,-7.864805103425252e-05,1.226460210980684e-07
3,2,1,total,P0,0.0,0.0
3,2,1,total,P1,0.0,0.0
3,2,2,total,P0,0.29400304828671237,2.0275021261151556e-05
3,2,2,total,P1,0.002146731444204057,7.43335133098763e-06
