cell,group in,group out,nuclide,mean,std. dev.
1,1,1,total,1.000364956218819,8.580405892394365e-05
1,1,2,total,1.00000135722686,0.001221252490411698
1,2,1,total,0.0,0.0
1,2,2,total,1.0,0.00013329699559524167
