cell,group in,group out,nuclide,moment,mean,std. dev.
3,1,1,total,P0,0.3170713448378625,4.1614123857166946e-05
3,1,1,total,P1,0.05276353987866563,1.6512895011727837e-05
3,1,2,total,P0,0.0002865400803375761,7.771145586901113e-07
3,1,2,total,P1,-7.788959570057644e-05,4.136259340087396e-07
3,2,1,total,P0,0.0,0.0
3,2,1,total,P1,0.0,0.0
3,2,2,total,P0,0.2940017900936133,6.120369043964346e-05
3,2,2,total,P1,0.0021682057831485806,2.347975144855042e-05
