cell,group in,group out,nuclide,moment,mean,std. dev.
2,1,1,total,P0,5.988957373162872e-05,1.5511821213644445e-06
2,1,1,total,P1,1.153195077025493e-05,6.444647684307404e-07
2,1,2,total,P0,2.64566821878853e-07,6.363474410114283e-08
2,1,2,total,P1,-5.489685477893764e-08,3.7185973031305095e-08
2,2,1,total,P0,0.0,0.0
2,2,1,total,P1,0.0,0.0
2,2,2,total,P0,2.1442578625064044e-05,1.2588804541643843e-06
2,2,2,total,P1,3.2995673110802325e-06,5.382586427335253e-07
