cell,group in,group out,nuclide,moment,mean,std. dev.
1,1,1,total,P0,0.3838262511721263,3.31008536135481e-05
1,1,1,total,P1,0.049494683796311584,1.1145677265972373e-05
1,1,2,total,P0,0.0008303689193305698,7.189329960132792e-07
1,1,2,total,P1,-0.00026172797661292915,4.0154586724422886e-07
1,2,1,total,P0,0.0,0.0
1,2,1,total,P1,0.0,0.0
1,2,2,total,P0,0.39551955167114394,4.713838241712488e-05
1,2,2,total,P1,0.006005573307153297,1.5732921284750543e-05
