cell,group in,group out,nuclide,moment,mean,std. dev.
1,1,1,total,P0,0.38504539959951445,1.0156911011347208e-05
1,1,1,total,P1,0.04999574322599297,3.0096403554382306e-06
1,1,2,total,P0,0.0008050570940494226,2.1927450999922153e-07
1,1,2,total,P1,-0.00025761449014253656,1.285699048858496e-07
1,2,1,total,P0,0.0,0.0
1,2,1,total,P1,0.0,0.0
1,2,2,total,P0,0.4035127826686713,1.8424871156417184e-05
1,2,2,total,P1,0.005676677322882404,5.656130634435992e-06
